Discharge_ID,Formula_dcg,Gravimetric_Capacity_(mAh/g),Average_Voltage_(V),Number_of_Elements_dcg,a_dcg,alpha_dcg,Spacegroup_cg,sum_NpUnfilled_dcg,sum_GSbandgap_dcg,sum_SpaceGroupNumber_dcg,avg_MeltingT_dcg,avg_Row_dcg,avg_NsUnfilled_dcg,avg_GSvolume_pa_dcg,dev_Column_dcg,dev_Row_dcg,dev_CovalentRadius_dcg,dev_Electronegativity_dcg,dev_NpValence_dcg,dev_NsUnfilled_dcg,dev_NpUnfilled_dcg,dev_GSbandgap_dcg,max_MeltingT_dcg,max_NdValence_dcg,max_NpUnfilled_dcg,max_NUnfilled_dcg,Predicted_Fermi_Energy_dcg,Predicted_Band_Gap_dcg,Predicted_Formation_Energy_Per_Atom_dcg,Predicted_Final_Energy_Per_Atom_dcg
770968,Na6Fe2P(CO4)4,142.236765134487,4.05395275321839,5,5.210094,90.001481,7,21,6.121,1192,566.500769230769,2.46153846153846,0.230769230769231,14.6150183150077,5.28994082840237,0.568047337278107,37.1834319526627,0.927810650887574,1.64497041420118,0.355029585798817,0.994082840236686,0.796816568047337,3823,8,4,4,1.41828167438507,3.62006020545959,-2.17683815956116,-6.37391948699951
771013,Na3CoPCO7,98.153283433601,3.45996318155173,5,5.267928,106.604228,11,22,5.269,1421,706.631538461539,2.46153846153846,0.307692307692308,14.5180769230692,5.66863905325444,0.568047337278107,38.9822485207101,0.974556213017751,1.65680473372781,0.42603550295858,1.0414201183432,0.685905325443787,3823,5,4,6,1.8153315782547,3.12370753288269,-2.43299150466919,-5.07740020751953
771035,Na3NiPCO7,166.038029030516,3.39034542905172,5,8.790091,107.290965,4,21,4.496,1348,609.862307692308,2.53846153846154,0.230769230769231,14.5975066312923,5.6094674556213,0.662721893491124,39.7396449704142,0.958461538461538,1.64497041420118,0.355029585798817,0.994082840236686,0.638485207100592,3823,10,4,5,1.61901533603668,2.47418904304504,-2.06066393852234,-7.06787395477295
771041,Na3CrSiCO7,95.7214547911297,3.22091492655172,5,6.426754,88.740024,11,22,5.269,1386,674.939230769231,2.46153846153846,0.230769230769231,14.4453846153769,5.3491124260355,0.568047337278107,37.7514792899408,0.954319526627219,1.65680473372781,0.355029585798817,1.0414201183432,0.685905325443787,3823,7,4,4,1.48505890369415,0.820155739784241,-2.22229099273682,-7.2833366394043
771066,Na3MnAsCO7,82.3063195526406,3.71062849405172,5,5.293075,106.363167,11,22,1.524,1297,515.554615384615,2.53846153846154,0.230769230769231,14.6967307692231,5.3491124260355,0.662721893491124,38.0355029585799,0.973372781065089,1.7396449704142,0.355029585798817,1.0414201183432,0.216426035502959,2348,10,5,5,0.949301838874817,0.709213256835938,-2.06163740158081,-6.95379734039307
771138,Na3CoSiCO7,207.847172023377,3.89260543655172,5,5.276094,89.89859,11,20,6.698,1035,595.641666666667,2.41666666666667,0.166666666666667,13.69821180555,4.66666666666667,0.555555555555556,33.3333333333333,0.814722222222222,1.55555555555556,0.277777777777778,0.833333333333333,0.930277777777778,3823,6,4,4,1.08205449581146,3.79541873931885,-2.09318780899048,-3.54586315155029
771144,Na3CoBAsO7,165.572878290383,3.46960516905172,5,8.662101,89.269813,4,21,4.496,1360,632.323846153846,2.53846153846154,0.230769230769231,14.6161538461462,5.50295857988166,0.662721893491124,39.0769230769231,0.935266272189349,1.64497041420118,0.355029585798817,0.994082840236686,0.638485207100592,3823,10,4,4,1.89376795291901,2.24080324172974,-2.0137186050415,-5.82346439361572
771169,Na2FeCSO7,90.2699348797445,4.38743748655174,5,9.127105,89.998992,4,21,4.496,1131,684.861666666667,2.5,0.25,13.43555555555,4.875,0.666666666666667,35.6666666666667,0.870138888888889,1.5,0.375,0.875,0.686888888888889,3823,10,4,6,0.155441761016846,2.91205024719238,-2.0696439743042,-7.00356721878052
771204,Na3FeAsCO7,96.7889874175424,3.86810592655172,5,6.612716,89.330432,11,22,5.269,1421,678.246923076923,2.46153846153846,0.230769230769231,14.4826923076846,5.45562130177515,0.568047337278107,38.3195266272189,0.958461538461538,1.65680473372781,0.355029585798817,1.0414201183432,0.685905325443787,3823,6,4,4,0.944207787513733,3.76507711410522,-2.13986706733704,-6.33095264434814
771270,Na2CrAsCO7,168.119263278956,2.44338340655173,5,5.314214,90.000396,4,21,4.496,1360,660.939230769231,2.53846153846154,0.230769230769231,14.7915384615308,5.82248520710059,0.662721893491124,41.0650887573965,0.951834319526627,1.64497041420118,0.355029585798817,0.994082840236686,0.638485207100592,3823,10,4,7,3.11673641204834,0.882918238639832,-2.07115292549133,-6.66666889190674
771393,Na3FeSiCO7,83.0943639211307,3.61290554655172,5,6.867736,88.885614,11,22,1.524,1332,518.862307692308,2.53846153846154,0.230769230769231,14.7340384615308,5.45562130177515,0.662721893491124,38.603550295858,0.977514792899408,1.7396449704142,0.355029585798817,1.0414201183432,0.216426035502959,2348,10,5,5,1.1789276599884,2.18045520782471,-2.17364621162415,-6.56441783905029
771495,Na3VAsCO7,42.2230281525974,3.64009892655173,5,9.920934,60,22,51,17.984,2896,793.793793103448,2.41379310344828,0.206896551724138,13.3229310344759,5.02259215219976,0.570749108204518,35.909631391201,0.875148632580262,1.58858501783591,0.328180737217598,0.970273483947681,1.0692033293698,3823,10,4,4,1.17316842079163,0.563482761383057,-1.87435233592987,-8.09942436218262
771824,Na3FeBAsO7,208.58069746847,4.10087468155173,5,5.345501,90.001235,11,20,6.698,1023,571.308333333333,2.41666666666667,0.166666666666667,13.678010656125,4.79166666666667,0.555555555555556,34.1111111111111,0.841944444444444,1.55555555555556,0.277777777777778,0.833333333333333,0.930277777777778,3823,5,4,5,0.944207787513733,3.76507711410522,-2.13986706733704,-6.64024066925049
771954,Na6Co2As(CO4)4,105.937832387921,2.88892209905173,5,8.615469,88.94003,4,20,6.698,1035,626.641666666667,2.41666666666667,0.166666666666667,13.88821180555,5.04166666666667,0.555555555555556,35.6666666666667,0.834166666666667,1.55555555555556,0.277777777777778,0.833333333333333,0.930277777777778,3823,3,4,7,0.944207787513733,3.76507711410522,-2.13986706733704,-6.57444477081299
772101,Na2MnCSO7,97.1070434389787,3.17083143155172,5,6.504307,88.934267,11,22,5.269,1409,655.785384615385,2.46153846153846,0.230769230769231,14.4640450928308,5.56213017751479,0.568047337278107,38.9822485207101,0.984970414201183,1.65680473372781,0.355029585798817,1.0414201183432,0.685905325443787,3823,5,4,5,1.84358012676239,0.555512070655823,-2.36325526237488,-6.67889070510864
772117,Na2VCSO7,102.693870736074,3.83282892655173,5,8.56441,88.870443,4,20,6.698,1000,592.058333333333,2.41666666666667,0.166666666666667,13.6577951388833,4.54166666666667,0.555555555555556,32.6666666666667,0.809861111111111,1.55555555555556,0.277777777777778,0.833333333333333,0.930277777777778,3823,7,4,4,0.940416812896729,2.55736255645752,-2.02072072029114,-7.39198017120361
772153,Na3MnSiCO7,80.8629181072805,3.31445713655173,5,6.738384,87.005765,11,21,4.496,1356,597.46,2.53846153846154,0.307692307692308,14.6423076923,5.18343195266272,0.662721893491124,39.0769230769231,0.929467455621302,1.64497041420118,0.42603550295858,0.994082840236686,0.638485207100592,3823,10,4,4,1.6909065246582,0.384496688842773,-1.84924411773682,-7.07897996902466
772200,Na2CoCSO7,85.2758137640972,3.52143943155173,5,10.125574,60,70,51,17.984,2966,796.759310344828,2.41379310344828,0.206896551724138,13.3563793103379,5.12247324613555,0.570749108204518,36.4803804994055,0.878953626634958,1.58858501783591,0.328180737217598,0.970273483947681,1.0692033293698,3823,10,4,4,1.8596123456955,2.73386859893799,-1.94233095645905,-6.92982769012451
772553,Na3CuAsCO7,66.0619232140528,5.01066339655174,5,8.91153,57.097963,146,66,9.75,1569,332.326111111111,2.44444444444444,0.0833333333333333,13.1580026454944,3.46296296296296,0.592592592592593,29.6666666666667,0.740740740740741,1.11111111111111,0.152777777777778,0.611111111111111,0.451388888888889,2180,5,3,8,1.08786273002625,2.49444699287415,-2.90584325790405,-5.05536317825317
772726,Na6Fe2As(CO4)4,185.742940545108,2.93065891905172,5,6.969215,89.881615,4,20,6.698,1260,543.487692307692,2.46153846153846,0.307692307692308,14.9201442307615,5.23076923076923,0.568047337278107,37.7514792899408,0.896331360946746,1.70414201183432,0.42603550295858,0.946745562130178,0.87192899408284,3823,10,4,4,3.00372123718262,1.54534840583801,-1.97104489803314,-5.85504674911499
772859,Na2Ti3Cr(PO4)6,65.7500378059092,4.13938374155169,5,8.462468,90.656868,146,42,12.242,2139,557.606,2.44,0.2,14.043292610828,5.2224,0.5632,36.6976,0.923328,1.5808,0.32,0.9408,0.8226624,3823,5,4,5,0.792950034141541,2.47185182571411,-2.88230967521668,-6.80486297607422
773177,Na3CuCSO7,164.008394027193,3.76242189030173,5,8.64793,107.210842,4,21,4.496,1325,629.016153846154,2.53846153846154,0.230769230769231,14.5788461538385,5.39644970414201,0.662721893491124,38.508875739645,0.93112426035503,1.64497041420118,0.355029585798817,0.994082840236686,0.638485207100592,3823,10,4,4,1.37786281108856,1.62476587295532,-1.95236706733704,-6.18995094299316
773178,Na5Mn2P2(CO7)2,105.498063458936,2.49641947155172,5,5.21142,90.009688,4,20,6.698,1035,626.391666666667,2.41666666666667,0.25,13.7365451388833,4.91666666666667,0.555555555555556,34.1111111111111,0.83125,1.55555555555556,0.375,0.833333333333333,0.930277777777778,3823,5,4,6,1.7163804769516,2.6910138130188,-2.11972141265869,-7.09529399871826
773188,Na3CoAsCO7,96.1387566908423,2.61488156655173,5,5.320096,89.999335,11,21,3.726,1224,442.428461538462,2.46153846153846,0.230769230769231,14.9932277851385,5.6094674556213,0.568047337278107,37.9408284023669,0.973491124260355,1.79881656804734,0.355029585798817,0.994082840236686,0.485041420118343,2348,5,5,5,1.73221504688263,3.01683950424194,-2.32327580451965,-6.81867933273315
774174,Na2CrCSO7,136.142488013705,3.64756608655172,3,6.477116,56.87107,63,16,0,1823,507.234375,2.6875,0.3125,16.8204166666563,6.9375,0.6875,48.875,1.140625,2,0.4296875,1,0,1941,2,2,8,2.99967956542969,0.962427258491516,-1.92492651939392,-6.47972393035889
774778,Na3MnBSO7,98.8444418687117,3.98507234655172,4,5.363115,89.999927,1,20,1.546,984,588.467,2.5,0.1,13.54833333333,3.52,0.6,30.72,0.864,1.44,0.18,0.8,0.24736,1811,6,4,4,1.14468908309937,3.50788021087647,-2.1396849155426,-7.30366325378418
775855,Na5Ti3O8,155.0121968306,3.38707362655173,4,5.064942,90,62,11,1.625,496,346.624285714286,2.57142857142857,0.142857142857143,14.1030225193429,4.81632653061225,0.653061224489796,34.9387755102041,0.922448979591837,1.55102040816327,0.244897959183673,0.897959183673469,0.397959183673469,1519,5,3,5,2.50237965583801,3.39248275756836,-2.57999801635742,-6.95883750915527
775862,NaFe(SiO3)2,151.511253690188,3.87745932155172,4,7.175182,61.052481,62,20,3.25,546,324.733636363636,2.45454545454545,0.0909090909090909,13.7389826839727,3.80165289256198,0.578512396694215,31.1239669421488,0.789090909090909,1.15702479338843,0.165289256198347,0.661157024793388,0.483471074380165,2183,3,3,7,2.58868908882141,2.7412691116333,-2.32708334922791,-7.17830944061279
776196,NaMnPO4,90.6337874741387,4.29987769905172,5,9.827233,60,70,50,20.186,2862,766.840689655172,2.37931034482759,0.206896551724138,13.4526508620621,4.94173602853746,0.523186682520809,35.0535077288942,0.857645659928656,1.61712247324614,0.328180737217598,0.951248513674197,1.15211414982164,3823,8,4,4,1.39708495140076,3.44959878921509,-1.92960977554321,-8.48368263244629
776294,NaVP2O7,151.716918616048,4.37545741155173,4,4.937572,90,62,11,1.625,508,388.338571428571,2.57142857142857,0.142857142857143,14.1376530612143,4.61224489795918,0.653061224489796,33.7959183673469,0.876734693877551,1.55102040816327,0.244897959183673,0.897959183673469,0.397959183673469,1811,6,3,4,2.9878716468811,3.38670969009399,-2.20321583747864,-6.38842964172363
776557,Na6Ni2C4SO16,176.415910700775,3.34891699821839,4,4.905235,89.999288,2,20,3.25,546,290.915454545455,2.45454545454545,0.0909090909090909,13.5317099567,3.35537190082645,0.578512396694215,28.6942148760331,0.765950413223141,1.15702479338843,0.165289256198347,0.661157024793388,0.483471074380165,1811,6,3,4,2.6115403175354,1.94836807250977,-2.67733359336853,-6.24865388870239
778480,NaFePO4,93.2503434451164,3.03063877655173,5,8.410356,90.670108,70,42,12.242,2155,574.326,2.44,0.2,14.029885714276,4.8768,0.5632,35.1616,0.891072,1.5808,0.32,0.9408,0.8226624,3823,8,4,4,3.02303886413574,2.27509355545044,-2.21619367599487,-5.85044431686401
778594,NaFeP2O7,90.6037728591541,3.21156976655173,3,8.102355,77.25207,12,30,0,2012,637.466956521739,2.60869565217391,0.0869565217391304,11.8748550724609,5.44423440453686,0.793950850661626,40.945179584121,0.900567107750473,1.81474480151229,0.158790170132325,0.907372400756144,0,2183,3,2,7,1.23821401596069,1.01243233680725,-2.36022877693176,-6.46905994415283
778858,Na5Ni2P2(CO7)2,235.569716407806,3.46987577488506,4,10.634072,89.639051,15,44,6.5,2225,307.869655172414,2.55172413793103,0.206896551724138,15.2718521034931,5.47919143876338,0.608799048751486,37.4030915576694,0.979024970273484,1.62663495838288,0.328180737217598,0.941736028537455,0.386444708680143,1519,5,3,5,2.28287410736084,2.56017327308655,-2.56180572509766,-7.31227874755859
780164,Na2V6O15,90.5603513823628,4.63687731405173,5,9.886705,60,1,50,20.186,2800,769.599310344828,2.37931034482759,0.206896551724138,13.447478448269,5.04161712247325,0.523186682520809,35.243757431629,0.859928656361474,1.61712247324614,0.328180737217598,0.951248513674197,1.15211414982164,3823,7,4,4,1.34875237941742,2.79431915283203,-1.9926780462265,-6.70939493179321
780462,Na6Mn3(PO4)4,91.9714644517277,3.87639305905173,3,6.388175,60.002453,70,16,0,1675,597.059333333333,2.86666666666667,0.466666666666667,11.2335555555533,3.2,0.924444444444444,35.2711111111111,0.835555555555556,1.99111111111111,0.497777777777778,0.995555555555556,0,1357.77,10,2,2,1.97266268730164,4.3105583190918,-2.16306686401367,-5.20639944076538
780528,Na6Co2C4SO16,92.7340338229711,2.08597984905171,5,9.966954,60,70,50,20.186,2870,798.013103448276,2.37931034482759,0.275862068965517,13.5126508620621,5.34126040428062,0.523186682520809,36.4803804994055,0.87667063020214,1.61712247324614,0.399524375743163,0.951248513674197,1.15211414982164,3823,5,4,6,2.71138024330139,0.922261595726013,-2.09427380561829,-6.8499550819397
780565,Na(Cu3O4)2,89.1705087038488,3.70959385405172,5,9.871465,60,70,50,20.186,2862,741.307586206897,2.37931034482759,0.275862068965517,13.5043749999931,4.84185493460167,0.523186682520809,35.8145065398335,0.858406658739596,1.61712247324614,0.399524375743163,0.951248513674197,1.15211414982164,3823,10,4,4,1.61052751541138,0.370769858360291,-1.86608588695526,-7.05658292770386
780786,Na6Cr2C4SO16,137.529166040766,3.64645330488505,3,7.34916,60,43,8,8.808,967,897.758571428571,3.28571428571429,0.428571428571429,22.1101190476143,5.71428571428571,0.408163265306122,21.0612244897959,0.569795918367347,1.95918367346939,0.489795918367347,0.979591836734694,1.0785306122449,2180,5,2,6,2.06612777709961,3.66291284561157,-2.08393526077271,-6.70939493179321
780894,Na6Cu2C4SO16,90.8013253506217,4.31512748905172,4,5.588217,87.976658,70,20,0.766,980,530.547,2.7,0.1,14.28933333333,4,0.84,35.4,0.8616,1.44,0.18,0.8,0.12256,2183,10,4,7,1.21783661842346,3.44250774383545,-2.00597786903381,-6.46709680557251
781671,Na(CrS2)2,42.2549536983911,4.36855260155173,5,9.888045,60,15,51,17.984,2958,791.035172413793,2.41379310344828,0.206896551724138,13.328103448269,4.92271105826397,0.570749108204518,35.7193816884661,0.872865636147443,1.58858501783591,0.328180737217598,0.970273483947681,1.0692033293698,3823,10,4,4,0.943039298057556,3.01667165756226,-1.83251237869263,-6.32915496826172
783905,NaV(GeO3)2,141.904107285515,2.91419982905171,3,3.003966,89.918059,11,8,0,735,708.01,2.71428571428571,0.142857142857143,13.0976190476143,6.04081632653061,0.816326530612245,44.734693877551,1.00081632653061,1.95918367346939,0.244897959183673,0.979591836734694,0,2183,3,2,7,2.90373086929321,0.793605923652649,-2.43351721763611,-6.24739742279053
850796,Na6Ni2As(CO4)4,93.0736551015139,2.30826295655172,5,10.008691,60,70,50,20.186,2870,798.22,2.37931034482759,0.206896551724138,13.6381681034414,5.44114149821641,0.523186682520809,37.8121284185494,0.878953626634958,1.61712247324614,0.328180737217598,0.951248513674197,1.15211414982164,3823,3,4,7,2.30845308303833,2.67459487915039,-2.15806841850281,-7.13230657577515
850884,NaV2O4,85.5226072821976,3.93398429155173,5,10.092163,60,70,51,17.984,2942,776.621379310345,2.41379310344828,0.206896551724138,13.3396611177103,5.22235434007134,0.570749108204518,37.1462544589774,0.90026159334126,1.58858501783591,0.328180737217598,0.970273483947681,1.0692033293698,3823,10,4,5,1.69753885269165,3.34014081954956,-1.99545836448669,-6.60293674468994
867515,Na6V2C4SO16,235.26216710874,3.00881692155172,3,5.747852,90,194,22,0,1735,781.759444444445,2.72222222222222,0.0555555555555555,11.5254629629611,5.5,0.882716049382716,42.2345679012346,0.90783950617284,1.90123456790123,0.104938271604938,0.950617283950617,0,2183,3,2,7,3.21113252639771,1.01225662231445,-1.54001188278198,-2.90852117538452
971633,Na6Mn2As(CO4)4,241.817360204786,3.56656930155173,3,6.248178,82.716192,194,80,0,7098,534.697571428572,2.72857142857143,0.128571428571429,12.10899014778,5.28979591836735,0.83265306122449,39.7224489795918,1.01681632653061,1.95918367346939,0.224081632653061,0.979591836734694,0,1519,5,2,5,2.97202801704407,2.16266560554504,-1.90571343898773,-4.57654047012329
976923,NaV6O11,104.206863844938,1.84400605655172,4,5.434283,84.363438,221,20,1.546,972,559.267,2.5,0.1,13.52409195402,3.68,0.6,31.56,0.8976,1.44,0.18,0.8,0.24736,1687,5,4,5,4.43247842788696,0.528345108032227,-2.09700226783752,-4.78978633880615
982595,Na9Mn21O40,315.093686074127,-1.71477237678161,4,6.647289,77.989337,225,20,1.546,949,601.467,2.5,0.1,14.14433333333,4.16,0.6,34.08,0.8988,1.44,0.18,0.8,0.24736,1941,2,4,8,1.8064169883728,0.370763063430786,1.17870044708252,-6.98771715164185
999454,NaMn(SiO3)2,194.127442729852,1.48464268655173,4,8.036569,68.328174,164,20,3.25,511,302.733636363636,2.45454545454545,0.0909090909090909,14.0735281385182,3.9504132231405,0.578512396694215,31.9338842975207,0.799504132231405,1.15702479338843,0.165289256198347,0.661157024793388,0.483471074380165,1941,2,3,8,4.65099334716797,0.458500981330872,-1.35794460773468,-6.29675960540772
1003736,NaTi(SiO3)2,136.142488013705,2.31220956905172,5,9.905289,60,87,51,19.609,2802,795.56275862069,2.37931034482759,0.275862068965517,13.4017323481035,5.32223543400714,0.523186682520809,36.5755053507729,0.891510107015458,1.58858501783591,0.399524375743163,0.970273483947681,1.11918192627824,3823,5,4,6,2.71925187110901,0.452390432357788,-1.89922726154327,-7.22403192520142
1006112,NaTiP2O7,628.638546164135,-0.87662657678161,2,5.183702,60,225,0,0,881,720.1525,3.25,0.75,24.493749999975,3,0.375,15,0.35625,0,0.375,0,0,1768,7,0,3,1.42890787124634,1.50584161281586,0.66556453704834,-5.35326957702637
1011834,Na6Cr2P(CO4)4,192.224485850354,4.39270595655172,4,8.647565,93.181971,2,63,8.125,1901,433.286388888889,2.55555555555556,0.194444444444444,13.385033068775,3.75,0.740740740740741,31.7407407407407,0.7,1.22222222222222,0.313271604938272,0.680555555555556,0.388695987654321,2896,5,3,6,2.62135028839111,2.98463821411133,-2.48343992233276,-6.07654142379761
1012678,Na3Co,43.8130820007754,3.7116985765517,4,6.501861,80.006811,11,41,4.875,1114,473.372608695652,2.56521739130435,0.173913043478261,12.5958281573435,3.18714555765596,0.786389413988658,29.4593572778828,0.610964083175803,1.14933837429112,0.287334593572779,0.620037807183365,0.368620037807183,2896,5,3,6,2.55175161361694,1.60461568832397,-2.4078381061554,-6.08650207519531
1012742,Na3Mo4P5O24,54.8404490579076,4.73886272155173,3,2.998061,90,11,8,0,735,601.724285714286,2.71428571428571,0.142857142857143,12.4461904761857,5.06122448979592,0.816326530612245,37.8775510204082,0.935510204081632,1.95918367346939,0.244897959183673,0.979591836734694,0,1811,6,2,4,1.69180691242218,0.618090391159058,-2.40883088111877,-6.63056659698486
1012791,NaMo3P3O16,56.2196785241136,4.8923027715517,4,6.546302,115.320741,11,20,3.25,740,293.995,2.5,0.166666666666667,14.8005952380833,4.54166666666667,0.583333333333333,33.25,0.882777777777778,1.41666666666667,0.277777777777778,0.833333333333333,0.451388888888889,1768,7,3,3,2.22720575332642,1.20183491706848,-2.65424036979675,-6.60821104049683
1013797,Na(FeO2)2,119.870282617799,3.17606058821839,3,6.130722,60,230,8,0,735,707.152857142857,2.71428571428571,0.428571428571429,12.5776190476143,5.71428571428571,0.816326530612245,40.1632653061225,0.991020408163265,1.95918367346939,0.489795918367347,0.979591836734694,0,2180,5,2,6,2.92255043983459,1.45591998100281,-2.16858410835266,-7.30559730529785
1013843,Na2CoP2O7,63.6899326596045,3.61083150905172,3,3.574505,90,62,4,1.598,486,1027.2175,4,0.5,24.815833333325,6.5,0.5,22.5,0.6425,2,0.5,1,0.3995,2750,10,2,7,2.50844860076904,1.47426867485046,-2.4242262840271,-4.98180866241455
1013874,NaCr2O4,57.3288496150945,2.08529319655174,3,3.557457,89.997686,11,4,4.404,563,772.1475,3.25,0.25,24.376770833325,6.75,0.375,29,0.6725,2,0.375,1,1.101,1941,2,2,8,4.18447923660278,0.927993893623352,-3.03447198867798,-5.1012077331543
1016152,NaNbSe2,243.812486365644,2.38702194905173,3,2.864941,78.053792,62,4,0,470,499.8675,2.75,0.25,14.48522988505,6,0.75,43.25,1.1,2,0.375,1,0,1519,5,2,5,2.90919423103333,1.44655251502991,-1.90763020515442,-6.73744535446167
1029407,NaTiS2,260.210400837942,1.96394562155173,3,6.347852,80.874237,227,26,0,1988,692.959047619048,2.66666666666667,0.0952380952380952,12.1386507936476,5.65986394557823,0.825396825396825,42.5668934240363,0.936235827664399,1.88662131519274,0.172335600907029,0.943310657596372,0,2183,3,2,7,3.77397465705872,1.03424119949341,-0.893031656742096,-5.83503150939941
1040459,NaMnO2,54.5368230035197,5.1375257165517,4,10.012371,90,11,27,4.875,568,253.140714285714,2.42857142857143,0.0714285714285714,13.5156462584929,2.51020408163265,0.551020408163265,25.8061224489796,0.715408163265306,1.01020408163265,0.13265306122449,0.551020408163265,0.54719387755102,1728,8,3,3,1.16773223876953,2.24672150611877,-2.39136934280396,-7.03452396392822
1040460,Na2V6O13,80.5032789345858,5.09657909155172,4,5.633233,90,62,24,0,1483,740.137222222222,2.94444444444444,0.277777777777778,13.6685185185167,5.33333333333333,1.25925925925926,46.4444444444444,0.901481481481482,1.77777777777778,0.401234567901235,0.888888888888889,0,2750,4,2,10,1.55688405036926,1.51885581016541,-2.52215552330017,-6.60220909118652
1076642,NaNi(PO3)3,217.926446102092,3.93936114655172,3,5.575876,90,221,16,0,1012,612.439166666667,2.58333333333333,0.333333333333333,11.3044444444417,5,0.777777777777778,35.4444444444444,0.872222222222222,1.77777777777778,0.444444444444444,0.888888888888889,0,2180,5,2,6,2.5903799533844,0.62403678894043,-1.73426175117493,-7.49003553390503
1079436,NaNdNb4O12,124.118230779553,6.38966773655173,4,6.434751,109.471221,225,24,0,1824,643.289,2.75,0.2,11.923666666665,4.68,0.9,40.44,0.8838,1.92,0.32,0.96,0,1941,10,2,8,-2.54798412322998,2.54454207420349,-2.23267436027527,-6.58724594116211
1094113,NaCr3O8,81.0165494051057,4.14954607905172,4,8.868398,81.107159,62,66,9.75,2791,409.719024390244,2.58536585365854,0.0975609756097561,13.2476771196195,3.56216537775134,0.685306365258775,30.039262343843,0.806662700773349,1.49196906603212,0.176085663295657,0.863771564544914,0.406008328375967,1728,8,3,3,2.00074911117554,1.37201654911041,-2.65267443656921,-6.70526552200317
1094125,NaTi4(CuO4)3,77.3896461999376,5.23323002655173,4,9.150217,58.197276,62,33,4.875,1225,330.2055,2.5,0.15,14.904035714275,5.1,0.6,36.66,0.9048,1.425,0.255,0.825,0.414375,1941,2,3,8,0.757332801818848,2.09280395507813,-1.94647693634033,-6.74750995635986
1099034,Na4Ni7(PO4)6,79.1052232178792,4.67037933905172,4,6.424154,90,62,24,3.25,775,324.047857142857,2.5,0.0714285714285714,12.6645701383929,3.64285714285714,0.642857142857143,30.1224489795918,0.807244897959184,1.28571428571429,0.13265306122449,0.73469387755102,0.397959183673469,1519,5,3,5,1.54567289352417,0.66691267490387,-2.41181206703186,-4.68740272521973
1100440,Na3Ti2(PO4)3,143.587813462583,0.729757216551724,3,5.094214,90,216,8,0,735,707.152857142857,2.71428571428571,0.428571428571429,12.5776190476143,5.71428571428571,0.816326530612245,40.1632653061225,0.991020408163265,1.95918367346939,0.489795918367347,0.979591836734694,0,2180,5,2,6,3.43492078781128,0.58147406578064,0.0784870386123657,-6.93258762359619
1101661,NaMn2P2O9,235.26216710874,2.60624811155172,3,3.778076,100.575425,164,26,0,2007,612.318636363636,2.68181818181818,0.136363636363636,13.9197727272682,6.28512396694215,0.805785123966942,46.4132231404959,1.01690082644628,1.93388429752066,0.235537190082645,0.96694214876033,0,1941,2,2,8,2.58403301239014,1.04077053070068,-1.51694619655609,-6.20811557769775
1101666,NaCr2O4,62.2986054698335,3.89922382905172,3,2.900391,90,212,4,0,470,499.8675,2.75,0.25,14.48522988505,6,0.75,43.25,1.1,2,0.375,1,0,1519,5,2,5,3.02908611297607,0.936692953109741,-1.84371888637543,-4.10490131378174
1101673,Na3Ti6O13,140.336902247745,3.87607084905173,3,3.57162,75.17557,63,4,4.404,598,832.6475,3.25,0.25,23.456770833325,6.5,0.375,27.25,0.65,2,0.375,1,1.101,2183,3,2,7,1.91762125492096,0.53654956817627,-2.16406083106995,-4.18992424011231
1101707,NaMnO2,98.8444418687117,4.11283493155174,4,5.08101,90,2,11,1.625,504,323.591428571429,2.57142857142857,0.285714285714286,14.1862244897857,4,0.653061224489796,33.7959183673469,0.86530612244898,1.55102040816327,0.408163265306122,0.897959183673469,0.397959183673469,1357.77,10,3,3,1.10498774051666,3.52094268798828,-2.14119124412537,-4.41550827026367
1101719,NaVS2,87.3088435622628,4.41846836155172,3,5.53058,31.374704,58,4,0,482,665.1175,2.75,0.5,14.660833333325,6.25,0.75,43.25,1.0725,2,0.5,1,0,2180,5,2,6,0.574742555618286,2.24535894393921,-1.88158309459686,-7.38933753967285
1104133,NaCuPO4,21.7843357945931,1.67524631655173,4,6.401717,90,148,24,3.25,799,418.476428571429,2.5,0.214285714285714,12.7649149659786,3.86734693877551,0.642857142857143,30.1224489795918,0.787040816326531,1.28571428571429,0.336734693877551,0.73469387755102,0.397959183673469,2180,5,3,6,4.36552047729492,0.628332734107971,-0.591467380523682,-3.96404433250427
1105628,NaCrO2,83.9634313908341,3.95414603155172,5,10.047973,60,15,51,19.609,2778,749.976551724138,2.37931034482759,0.206896551724138,13.3532900175448,5.22235434007134,0.523186682520809,36.5755053507729,0.899881093935791,1.58858501783591,0.328180737217598,0.970273483947681,1.11918192627824,3823,5,4,5,1.56735599040985,0.503437876701355,-2.12807059288025,-6.38609552383423
1110567,NaCr2P2O9,192.194387780953,3.06263239655172,3,4.158119,90,225,3,5.91,468,494.474,2.6,0.2,15.01116666666,6.96,0.72,50.88,1.3176,2.4,0.32,0.48,0.9456,1941,2,1,8,2.81423759460449,4.34424829483032,-2.85897254943848,-6.23314571380615
1110571,Na6Mn2P(CO4)4,342.210893209315,5.12714446988506,3,5.79972,60.000002,148,6,11.82,1006,361.361,2.5,0.4,15.71649999999,7.08,0.6,49.08,1.3764,2.4,0.48,0.48,0.9456,2180,5,1,6,0.827136397361755,3.14520311355591,-2.94075107574463,-5.09154272079468
